  0.0000000000       38862.461860       4.0000000000     -0.53290705182E-14
  6.4000000000       70.035170213       3.9600000000      0.56000000000    
  12.800000000       33.326690724       3.7600000000       1.3200000000    
  19.200000000       50.291853465       3.4000000000       2.0400000000    
  25.600000000       46.369446575       2.8800000000       2.7200000000    
  32.000000000       43.968083073       2.1600000000       3.2800000000    
  38.400000000       47.715255764       1.3600000000       3.6800000000    
  44.800000000       51.099501901      0.48000000000       3.9200000000    
  51.200000000       54.725158604      -0.44000000000      3.9200000000    
  57.600000000       50.860541175      -1.3200000000      3.7200000000    
  64.000000000       50.605627348      -2.1600000000      3.3200000000    
  70.400000000       45.350645372      -2.8800000000      2.7600000000    
  76.800000000       46.841092639      -3.4400000000      2.0000000000    
  83.200000000       53.029500826      -3.8000000000      1.1600000000    
  89.600000000       54.681775687      -3.9600000000     0.24000000000    
  96.000000000       48.168324651      -3.8800000000     -0.68000000000    
  102.40000000       45.582239572      -3.6000000000      -1.5600000000    
  108.80000000       40.231000298      -3.0800000000      -2.4000000000    
  115.20000000       50.748479358      -2.4000000000      -3.0400000000    
  121.60000000       51.397693848      -1.5600000000      -3.5200000000    
  128.00000000       48.389583918      -0.64000000000      -3.7600000000    
  134.40000000       46.886174904       0.32000000000      -3.7600000000    
  140.80000000       47.452249555       1.2800000000      -3.5200000000    
  147.20000000       41.546287273       2.1600000000      -3.0400000000    
  153.60000000       40.146235048       2.8800000000      -2.3600000000    
  160.00000000       49.128303643       3.3600000000      -1.5200000000    
  166.40000000       53.680160510       3.6400000000     -0.56000000000    
  172.80000000       53.298563564       3.6400000000      0.44000000000    
  179.20000000       50.361729116       3.3600000000       1.4000000000    
  185.60000000       49.261544091       2.8400000000       2.2400000000    
  192.00000000       42.216736766       2.1200000000       2.9200000000    
  198.40000000       49.524031506       1.2000000000       3.4000000000    
  204.80000000       52.032121908      0.20000000000       3.5600000000    
  211.20000000       49.667237670     -0.80000000000       3.4400000000    
  217.60000000       52.098440656      -1.7600000000       3.0400000000    
  224.00000000       48.747018562      -2.5600000000       2.4000000000    
  230.40000000       52.394671274      -3.1200000000      1.5600000000    
  236.80000000       53.348478655      -3.4400000000      0.60000000000    
  243.20000000       50.914011225      -3.4400000000     -0.44000000000    
  249.60000000       47.830914417      -3.1600000000      -1.4000000000    
  256.00000000       51.596875458      -2.6000000000      -2.2800000000    
  262.40000000       50.934535829      -1.8000000000      -2.9200000000    
  268.80000000       53.473185657     -0.84000000000      -3.3200000000    
  275.20000000       47.799804616      0.16000000000      -3.3600000000    
  281.60000000       50.673528583       1.2000000000      -3.1200000000    
  288.00000000       45.415726529       2.0800000000      -2.5600000000    
  294.40000000       49.961804561       2.7600000000      -1.8000000000    
  300.80000000       47.009305559       3.1600000000     -0.84000000000    
  307.20000000       50.927460711       3.2400000000      0.24000000000    
  313.60000000       46.146820852       3.0000000000       1.2400000000    
  320.00000000       49.995117356       2.4000000000       2.1200000000    
  326.40000000       45.988184827       1.5600000000       2.7600000000    
  332.80000000       48.894146202      0.52000000000       3.0800000000    
  339.20000000       46.885093006     -0.56000000000       3.0000000000    
  345.60000000       45.597889530      -1.5600000000       2.5600000000    
  352.00000000       44.753073203      -2.3200000000       1.8000000000    
  358.40000000       46.312309134      -2.8000000000      0.84000000000    
  364.80000000       47.076546065      -2.8400000000     -0.28000000000    
  371.20000000       45.436241673      -2.4800000000      -1.3200000000    
  377.60000000       46.266178105      -1.7200000000      -2.1600000000    
  384.00000000       42.322837275     -0.72000000000      -2.6400000000    
  390.40000000       54.876446221      0.44000000000      -2.5600000000    
  396.80000000       44.713457110       1.4800000000      -2.0800000000    
  403.20000000       42.416506685       2.2000000000      -1.1600000000    
  409.60000000       51.877001256       2.4000000000     -0.44408920985E-14
  416.00000000       49.516127232       2.0000000000       1.1200000000    
  422.40000000       47.307383528       1.0800000000       1.9200000000    
  428.80000000       52.293694166     -0.12000000000       2.0400000000    
  435.20000000       49.646988857      -1.2000000000       1.4400000000    
  441.60000000       55.886778169      -1.6800000000      0.28000000000    
  448.00000000       50.069634289      -1.1600000000      -0.88000000000    
  454.40000000       48.330236432      0.12000000000      -1.0800000000    
  460.80000000       52.211495699      0.64000000000     -0.40000000000E-01
  467.20000000       52.270340040     -0.80000000000E-01 0.16000000000    
  473.60000000       106.62832796      0.11368683772E-12  0.11368683772E-12
  480.00000000       146.80542603      0.11368683772E-12  0.11368683772E-12
  486.40000000       144.06249015      0.11368683772E-12  0.11368683772E-12
  492.80000000       143.40737070      0.11368683772E-12  0.11368683772E-12
  499.20000000       141.18072993      0.11368683772E-12  0.11368683772E-12
  505.60000000       136.61721795      0.11368683772E-12  0.11368683772E-12
  512.00000000       132.06841989      0.11368683772E-12  0.11368683772E-12
  518.40000000       126.72451847      0.11368683772E-12  0.11368683772E-12
